GSM_ID,XIST,TYROBP,DOCK2,FCER1G,GSTA4,ABCC2,TIMELESS,ACBD5,LMAN1,KIFAP3,PCTK2,SNCA,RPS27,RPS18,PCBP2,STIP1,HSPA1A,DOPEY1,ENPP2,GAB2,TUBB4,ACTG1,SLC22A2,AGTR1,ZIC2,TEKT1,FANK1,HYDIN,MED6,SFRS3,PPP2R5A,RNASE11,LAMP2,P2RX7,MID1IP1,GJA1,STON2,CST3,CREBBP,ABCC11,MDGA1,SNAP91,BSN,GLS,DTL,UBE2C,BUB1,RFX4,DGCR6,AQP4,MT1M,AMPD1,EGR2,PDGFB
GSM1090309,0.35400735,0.07502262,0.07299876,0.16071445,-0.051043525,-0.095996646,0.08614402,-0.08197826,0.01599875,-0.1311368,-0.01053895,-0.095371023,-0.0374579,0.027160075,0.01395929,-0.09086254,-0.385834,0.03330745,0.04289068,0.0456088,-0.0377705,-0.05820725,0.22876792,-0.12682676,-0.0036689,0.08461464,0.1189687,0.2141941,-0.033250275,-0.2068381,1.01565919,2,0.060759633,0.05905583,0.254327,-0.2229296,0.032468495,-0.0873087,0.01983996,-0.018122885,0.02228156,-0.04256195,-0.03650928,-0.001418681,0.03834408,0.02665181,-0.06762405,-0.00666093,0.06318734,0.056313939,0.09569401,0.2037882,-0.306913,0.15825
GSM1090321,0.39228245,-0.4744823,-0.3533389,-0.23987743,-0.109235765,0.19055365,-0.01911338,-0.02096943,0.113814165,-0.009499718,0.033861954,-0.117211997,-0.074163968,0.1217797,0.07192657,0.569783,1.548247,-0.2190031,-0.6224751,-0.28337315,-0.1042264,-0.16663025,0.057920255,0.3005347,0.1682304,-0.07697914,-0.1169338,-0.09212218,0.04067935,0.037015955,0.009162448,0.1530239,-0.221336847,0.06975772,-0.1876078,0.1950343,-0.071590167,-0.1102156,0.20035585,-0.031965795,0.2005749,0.06921366,-0.000268309,0.2024937,-0.06790312,0.1635345,-0.07439812,0.02245887,-0.1626385,-0.088163227,-0.2966173,0.1141893,-0.127338,-0.1898381
GSM1090323,0.30622045,0.1511144,0.08016825,0.1108942,-0.17533635,0.14649445,0.09808807,0.1066538,0.033821534,-0.03237015,0.05923285,-0.09853176,-0.039567733,0.083150205,0.07829548,0.1872889,0.2122958,-0.2638173,-0.03464408,-0.028679895,-0.08072464,-0.12725195,0.057575175,0.33775555,-0.004517686,0.1937146,0.06668839,0.17981493,-0.078802799,-0.009528845,1.04988064,0.06150526,0.145411443,0.1385373,0.343639,0.2357045,-0.06441094,-0.09567448,0.068101085,0.046102395,0.1221547,-0.02611871,-0.0648942,0.2266515,0.004054307,0.06303468,0.05694789,0.01996943,-0.02424132,0.200472767,-0.02111702,-0.09845935,-0.1674624,0.01441475
GSM1090325,0.16121955,-0.4435648,-0.2690122,-0.10687667,-0.21887915,0.10734229,0.1104391,-0.5939269,-0.1415977,-0.4275698,-0.2377303,-0.152459507,-0.04103699,0.081099985,0.06793752,0.213438,-0.1331961,-0.4520139,-0.8651335,-0.2499747,-0.08790326,-0.3379855,0.037554588,-0.097264345,0.2906257,-0.1871364,-0.1256778,0.02659655,-0.141729,-0.077073175,-0.084171565,0.0573369,-0.349708467,-0.0508231,-0.02116035,-0.2080414,-0.170703253,0.05881401,0.2470344,-0.013672585,0.5618545,-0.1000141,0.3180178,0.2055824,-0.003780603,0.25657465,-0.005944197,-0.05790619,-0.08854701,-0.324557533,0.1069515,0.08605583,-0.2443915,0.06924919
GSM1090329,0.35590335,-0.3008893,-0.1556368,-0.2207215,-0.07781936,0.13572675,0.01152982,0.1764307,0.167240145,0.05674962,0.1830555,-0.077766333,-0.046288508,0.04582634,0.05769657,0.01569377,-0.1096078,-0.1863531,-0.6531011,-0.2686144,-0.1005847,-0.1519304,0.06495278,-0.004823804,0.1388183,-0.02438352,-0.09065612,-0.03841663,-0.006336555,0.094082983,0.106191374,0.1085603,-0.092127084,-0.001907322,-0.2370858,0.4574941,0.038424073,-0.1127215,0.1593145,-0.006369404,0.157541,0.06718989,0.07077985,0.2621229,0.06840735,0.088315745,0.006866305,0.02831438,-0.1131594,0.206535067,0.05921113,-0.2096443,-0.3665466,-0.1748425
GSM1090332,0.2724368,0.002985834,-0.1332053,0.16666955,-0.13672381,0.04053805,0.07621361,-0.4727011,-0.141543375,-0.2996179,-0.19917625,-0.09086305,0.083148648,0.10380605,0.04751026,0.178553,0.3012401,-0.358471,-0.6904488,-0.2172678,-0.1530837,-0.2608374,0.163370415,0.04933832,0.1346204,-0.1615569,-0.09054528,0.00017535,-0.139472775,-0.03736858,-0.113442055,0.01120219,-0.2213222,-0.03488408,0.1476667,-0.1770597,-0.14141364,-0.007304976,0.07352043,0.005158342,0.3806079,-0.1165716,0.1552356,0.1424903,-0.004833738,0.11568795,-0.0676612,-0.110907675,-0.05418056,-0.109120263,-0.07221116,0.05660996,-0.1967463,0.0200127
GSM1090333,0.4233018,0.03664219,0.03705956,0.1142693,-0.028623105,0.022850355,-0.07124036,-0.01544758,0.021296395,-0.08297547,-0.068007785,-0.13536979,0.098224905,0.09332856,0.0725118,0.09460025,0.7618828,-0.1213755,-0.2108007,0.01426299,0.02830856,0.035283805,0.033225425,-0.079822811,0.04029446,0.05506369,-0.007249044,-0.080897195,0.06060926,-0.022857405,0.03959375,-0.009067371,-0.1857677,-0.0168868,-0.3472511,0.254654,0.026452703,0.2135152,0.069794605,0.063974635,0.1957076,-0.05051107,-0.01175637,-0.08807475,0.05467746,0.08083154,0.02825603,0.15114287,0.1337966,-0.066664713,-0.006418058,0.06398397,0.05582291,-0.04811417
GSM1090336,0.40683995,-0.1777387,-0.2192356,0.018115835,0.0374123,0.004515692,-0.05352172,-0.4639917,-0.04293482,-0.2231204,-0.049205735,0.001292017,0.082228807,0.11620795,0.05187066,-0.1698498,-0.3404339,-0.09351819,-0.8740027,-0.14528245,-0.01483473,-0.18700947,0.141317935,0.112469055,0.1958487,-0.1105015,-0.09858833,-0.05272038,0.215743415,-0.0821891,0.00476157,0.110417,-0.21572152,-0.1811,-0.1928457,0.1782378,-0.0791843,0.1449251,0.007686175,0.072560015,0.3715703,-0.05195908,0.1502748,-0.02568028,0.01221371,0.061248605,0.001516333,0.17067325,0.0193471,0.13852036,0.5337023,0.0626348,-0.1463711,-0.1006933
GSM1090337,0.19730835,0.4018169,0.3607396,0.2823472,-0.3065351,0.075349605,0.1050385,0.1813784,-0.032840198,-0.01133228,-0.008968508,-0.048764067,-0.077698635,-0.034824985,0.0470175,0.05918869,0.004093608,-0.2118123,0.08146338,0.160085,-0.01942501,0.1122369,0.055931225,-0.016468575,-0.4402901,0.3100109,0.3081568,0.23380726,-0.15817199,-0.149165939,0.16088675,0.06196347,0.414049067,0.0467383,0.6581297,0.5162326,0.22676445,0.1472128,-0.09136924,-0.050640695,-0.226425,-0.3549129,-0.3673505,-0.04658165,0.01192569,0.041374425,0.2289671,0.4274109,0.2181883,0.4586988,0.7242025,0.02019949,-0.07273316,0.2990547
GSM1090338,0.6673736,-0.5207637,-0.3893902,-0.144996465,0.05228616,0.042643475,-0.17174,-0.1844868,0.036632165,-0.2388308,0.05454051,-0.078333533,0.068031198,0.130686,0.05799927,-0.09314045,-0.3805439,0.07573088,-0.8034174,-0.1592114,0.04243178,-0.102897375,-0.004612513,0.048514765,0.03603648,-0.04077788,-0.05158995,-0.07634978,0.2421676,-0.089462725,0.112308495,0.03885206,-0.254616167,-0.2399219,-0.2954327,0.07945093,-0.01185632,0.1127452,-0.007090365,0.08803462,0.08887644,-0.06034338,0.03219024,0.01048018,-0.01002304,0.02968023,0.03401966,0.25770824,0.1132275,0.148089168,0.3270542,0.06704587,-0.3240981,-0.07535985
GSM1090343,0.20766475,-0.02536725,-0.08672427,-0.13793514,0.069948025,-0.02361093,-0.003135952,-0.1590218,0.02954969,0.07610638,0.03211538,0.011209157,0.065368555,0.13066605,0.1153837,-0.006403427,-0.5748065,0.1041973,-0.7132198,-0.32412755,0.04706374,0.0945468,0.28393985,0.0868829,0.1104266,-0.1145753,-0.1185918,-0.060544985,0.019765909,0.0526464,0.1457509,0.0689189,-0.2323759,-0.2956615,-0.01854371,0.127683,-0.12638339,0.1404729,0.009440855,0.12385155,0.3748061,0.01269591,0.07624587,-0.1993504,0.002759151,-0.049528325,0.03829465,-0.023193897,-0.03158765,-0.050932363,-0.4319902,0.08117961,-0.2567802,0.05999574
GSM1090344,0.42244325,-0.2096292,-0.1381704,-0.00785531,-0.127299985,0.10087445,0.03393893,-0.2195292,-0.080189715,-0.2594274,-0.22925225,-0.12512284,-0.047776534,0.071182935,0.05717308,0.2270216,0.3395193,-0.1342507,-0.6224287,-0.0589238,-0.1285126,-0.20199085,0.34942995,0.005431845,0.0568271,-0.05809928,-0.008925676,0.067970755,-0.047510896,-0.04865003,0.107484045,0.1128889,-0.2638274,-0.02643297,-0.1174537,0.1265121,-0.031407423,0.1951931,0.085914715,-0.03050378,0.3690449,-0.1087395,0.07655465,-0.002050107,-0.07094637,0.1424668,-0.1233599,0.06551869,0.0463156,-0.08214333,0.1274874,0.1090126,-0.3253049,-0.007269072
GSM1090348,0.31419915,-0.3417765,-0.2151143,-0.18729503,0.112347825,-0.0130301,0.03895695,-0.2091174,-0.022660875,-0.07811259,-0.099388275,0.067467153,-0.015389985,0.046005475,0.06779646,-0.06508619,-0.6412131,0.04002942,-0.6468354,-0.22480885,-0.006193963,-0.037553845,-0.012849172,0.03056049,0.1978372,-0.09047157,-0.05407929,0.00197207,0.00113823,0.008903007,-0.09095473,0.02067589,-0.359018433,-0.2444183,-0.520862,-0.1308593,-0.140427167,0.05887134,0.09905576,0.02420858,0.1716734,0.08889871,0.1073239,-0.09610633,0.0141114,0.09913986,-0.1400897,-0.099449875,-0.08454285,-0.1914933,-0.1431884,0.003790481,-0.1536417,-0.0248602
GSM1090350,0.28906815,0.1853812,0.05879847,0.18949134,0.0504597,-0.022049349,-0.03121398,-0.08870482,0.03308935,0.02891181,-0.007364737,-0.089895163,0.050163745,0.15331915,0.03611322,-0.06216604,-0.5120013,-0.07789987,-0.5827989,-0.08416343,0.08938744,-0.012270155,5.44E-05,0.04139216,0.06089123,-0.07972627,-0.02898236,-0.098622105,0.051415215,0.05104234,-0.036237244,0.07007752,-0.15935828,-0.2279068,-0.1925559,-0.1728691,-0.087645153,-0.01696036,0.005590305,0.02507919,0.1312895,0.06234675,0.03854602,-0.1272032,0.01212181,-0.047247185,-0.005800873,0.3690708,0.09557719,0.225300933,0.310234,-0.009882547,-0.1570885,-0.1754586
GSM1090355,0.127198915,0.6197252,0.4494359,0.44580535,-0.4147159,0.07554408,0.1289609,0.205119,-0.05197026,0.001464146,-0.042956005,-0.050711259,0.059564873,0.056793535,0.01088086,0.2038089,0.4541636,-0.2375902,0.3323799,0.3270274,0.08933003,0.1758557,-0.00309466,-0.084380155,-1.081729,0.01491347,0.2168554,0.115169945,-0.211979315,-0.191595355,0.145927785,0.08048221,0.5035842,0.4886374,0.7245887,0.002357809,0.132324469,0.114459,-0.26793315,-0.038782955,-0.9197146,-0.319832,-0.6960275,-0.05932523,-0.06577097,-0.02261062,0.1387406,0.20114545,0.3034737,0.267044667,0.4733041,0.1049328,-0.03704266,0.3260158
GSM1090358,0.3400092,-0.05525203,-0.1235943,0.09995677,0.050820475,0.07571781,-0.1046926,-0.5603148,-0.17136727,-0.3765507,-0.2405398,-0.147064666,0.069072173,0.18560385,0.07470968,-0.08424632,-0.6563292,-0.02255655,-0.9452435,-0.107511585,-0.03438089,-0.205515465,0.010826755,0.00803303,0.2158509,0.00782607,-0.09487759,-0.089964885,0.03419105,-0.144813755,-0.037031855,0.004780509,-0.404262733,-0.1677383,-0.2832195,-0.2780429,-0.112957753,0.1806868,0.00993805,0.12522745,0.4298306,-0.073038,0.1957357,0.01174563,0.03235181,0.13077045,0.007976937,0.03058177,0.3279604,0.011544403,0.1655002,0.03255589,-0.277133,0.03030795
GSM1090365,0.48370445,-0.4503119,-0.2409869,-0.2769403,0.1317315,-0.062028985,-0.07651286,-0.1682089,0.042383569,-0.01687379,-0.046729395,-0.026903423,-0.024151504,0.078114815,0.1236642,-0.1324635,-0.8646109,0.09114901,-0.6137561,-0.17552095,0.1098707,-0.03110507,0.027971075,-0.056032413,0.1066897,-0.03430459,-0.02461043,-0.17672919,0.14713558,0.01439139,0.0592928,0.05441413,-0.281193033,-0.1809294,-0.4924327,0.01731298,-0.05934881,0.07163426,-0.052989885,0.037521555,0.02352025,0.169873,0.08243816,-0.03462511,0.007649961,0.038696565,-0.04426433,0.001935665,-0.01967961,-0.067522367,-0.04872731,1.127278,-0.1660493,-0.1205156
