GSM_ID,XIST,TYROBP,DOCK2,FCER1G,GSTA4,ABCC2,TIMELESS,ACBD5,LMAN1,KIFAP3,PCTK2,SNCA,RPS27,RPS18,PCBP2,STIP1,HSPA1A,DOPEY1,ENPP2,GAB2,TUBB4,ACTG1,SLC22A2,AGTR1,ZIC2,TEKT1,FANK1,HYDIN,MED6,SFRS3,PPP2R5A,RNASE11,LAMP2,P2RX7,MID1IP1,GJA1,STON2,CST3,CREBBP,ABCC11,MDGA1,SNAP91,BSN,GLS,DTL,UBE2C,BUB1,RFX4,DGCR6,AQP4,MT1M,AMPD1,EGR2,PDGFB
GSM1090326,-1.611944,-0.2930332,-0.1865424,-0.18260055,-0.05534382,0.028653529,-0.008940967,-0.01885078,0.065494505,0.07447423,0.082810195,-0.045082667,-0.046060405,0.0742339,0.07960127,0.1199208,-0.0834244,-0.06823841,-0.7382325,-0.32962825,-0.02226475,-0.08268639,0.140782125,0.08067982,0.1035158,-0.06760457,-0.05192776,-0.094722226,-0.01795593,0.04362603,0.038663925,0.0834471,-0.200313093,-0.2282848,-0.4107664,0.2555539,-0.040471033,-0.06367815,0.10110146,-0.080246775,0.1049998,0.09858757,0.08558556,0.1368928,0.03056769,-3.07E-06,-0.05459368,0.014251585,-0.1150667,-0.02910608,-0.1389885,0.06969658,-0.07859387,-0.01088747
GSM1090327,-1.779369,0.115812,0.102101,0.1819311,-0.14382305,0.05385023,-0.02743067,0.1784008,0.083863735,-0.171482,0.17477855,-0.200838633,-0.038643808,-0.053167795,-0.05147246,-0.1214374,-0.3030482,-0.02723796,0.2966928,0.23784075,0.07091156,0.20977045,0.08667862,0.15602175,-0.3467964,0.05185185,0.05405415,-0.010073052,0.081907115,-0.110518625,0.34101585,0.1896575,0.358102533,0.2312971,0.3271628,0.389221,0.254657917,0.09569836,-0.16412139,0.073589265,-0.1810882,-0.44039,-0.2919558,-0.1925618,0.03568994,-0.03319915,0.1671359,0.36088045,0.2847677,0.5736031,0.6506396,0.029308,-0.1764473,0.001871075
GSM1090328,-1.4128355,-0.2670462,-0.2757203,-0.112885035,-0.2877863,0.1363163,-0.09894242,-0.2764142,-0.00391457,-0.2684256,-0.16052795,-0.294109857,0.018399018,0.13530715,0.05540309,0.6821288,1.15524,-0.3319846,-0.3801164,-0.068133875,-0.1666955,-0.22250585,0.034991795,-0.038108665,0.08666941,-0.04068163,-0.05336892,-0.033212437,0.04679777,-0.065284315,0.013436658,-0.03005389,-0.04487875,0.1894428,0.2995691,-0.1598415,-0.053191897,-0.07128739,0.2232158,0.000488625,0.2460764,-0.1210795,0.000657499,0.06167954,0.003648551,0.24753115,-0.03395563,-0.06581817,-0.08929347,-0.2325278,0.2481107,0.1072404,-0.08095308,-0.08245868
GSM1090330,-1.662985,0.1518657,0.1839551,0.109895855,-0.07916302,0.033092175,0.07468959,0.08282243,-0.011490905,-0.1163905,0.05048626,-0.027223782,-0.028461305,0.001291765,-0.0040374,-0.2228017,-0.5375974,0.03234645,0.2637514,0.1738454,-0.08164878,-0.020267335,-0.024403155,0.012026605,-0.1825016,0.02249099,0.08017692,0.116970925,-0.000324285,-0.058917055,0.1414723,0.09819224,0.304061633,0.211455,0.3871529,0.212338,0.110300987,0.02185577,-0.05876005,-0.010566864,-0.08367243,-0.1814537,-0.1372659,-0.127797,-0.02791876,-0.02141381,0.04984306,0.213763,0.1357931,0.233655467,0.391219,0.08023795,-0.06285378,0.03421974
GSM1090331,-1.612426,0.08347009,-0.008217592,0.049710445,-0.226958,0.1873619,0.03708307,-0.07970498,-0.01253265,-0.1240433,-0.06911519,-0.109187747,-0.007870876,0.1445806,0.0561253,0.4330162,0.7220983,-0.3571187,-0.2356688,-0.03893219,-0.06994772,-0.21073325,0.04194622,0.06383281,-0.01203772,0.1192574,0.1082716,0.2131927,-0.02324577,-0.06117331,0.142271425,0.05730085,0.10652848,0.242901,0.4204468,-0.1642388,-0.032174497,-0.05992873,0.1539406,-0.03761541,0.2276166,-0.002005194,0.0241854,0.2340425,-0.04636723,0.16496935,-0.04773739,-0.090220025,0.06691235,-0.044628704,0.0776979,0.1333698,-0.2174644,-0.03103637
GSM1090340,-1.5933885,-0.2092975,-0.3187124,-0.1455957,-0.022521955,0.11058489,0.002424978,-0.1373042,-0.071169485,-0.08107551,-0.05626259,-0.069198085,-0.096547783,-0.11576465,-0.0471158,0.01884575,-0.7782459,-0.1189924,-0.9126543,-0.32301275,0.1324055,0.0114128,0.095331425,0.061185955,0.09663838,-0.1285345,-0.1175834,-0.1287654,-0.043027065,-0.0571121,0.01145515,0.1351369,-0.3954962,-0.06154966,-0.1812492,0.1321211,-0.141289583,0.4219048,0.104241428,-0.007097245,0.5706766,-0.1640646,0.174936,-0.1586448,-0.01287812,0.2025327,-0.04109469,-0.00654569,-0.01766046,-0.068485667,-0.04448549,0.08112893,-0.3739975,-0.1096926
GSM1090341,-1.45288,-0.3987013,-0.207734,-0.158956115,0.02908971,0.051756545,0.02027062,-0.06114707,0.11193969,-0.03824971,0.048713775,-0.062863607,-0.021571995,0.099930095,0.0762393,0.04498827,-0.3628222,-0.1675415,-0.6879382,-0.32533665,-0.1008943,-0.20684755,0.02091638,0.022576603,0.1108029,-0.02339012,-0.1214421,-0.01888801,0.06837974,0.02184655,-0.050514095,-0.01588137,-0.22901904,-0.05305534,-0.3792465,-0.12408,-0.057163177,-0.1314908,0.1285418,0.00366937,0.2065198,0.1332542,0.1232282,0.1561204,0.02630144,0.059996635,-0.02387553,-0.131028781,-0.2528954,-0.1873379,-0.4522821,0.04769288,-0.1409917,-0.1016783
GSM1090346,-1.661055,0.2583509,0.2909303,0.20362545,-0.1976662,0.085808305,0.1543346,0.007827288,-0.056031902,-0.1934613,-0.08770249,-0.041919443,-0.020413526,0.048492645,0.04515829,0.1680874,0.1297245,-0.2762958,-0.001657905,0.1410771,-0.1254311,-0.05470008,0.067653877,-0.054198745,-0.04879193,-0.1077767,-0.00355902,-0.031986584,-0.12275775,-0.11776725,0.017451635,-0.007382308,0.097896082,0.381959,0.486583,-0.008063137,-0.010706633,0.1141283,0.09721429,-0.09946684,0.1814502,-0.1389738,-0.01643676,0.03665427,0.02907008,0.098365915,-0.05515341,-0.027574572,0.1336157,0.047936913,0.1302675,0.2102903,-0.2812755,0.2185334
GSM1090347,-1.68254,-0.1270165,-0.1023538,0.08418173,0.04883387,-0.011629079,-0.1172998,0.03941506,0.139462805,0.04760091,0.13973645,0.014858053,0.19765125,0.20688435,0.005762396,0.164173,0.9110582,-0.01793429,-0.08025865,-0.041217695,0.06604554,0.00160743,0.020014398,-0.020032469,-0.01903225,0.1812422,-0.005569492,-0.045349895,0.177137945,0.088980445,0.133272275,0.05558314,0.02320283,-0.1035293,-0.1751558,0.1249453,-0.000919753,0.06157307,-0.10846464,0.06922415,-0.03076041,-0.006179823,-0.1790634,-0.06565146,0.001577564,-0.1153477,0.04394521,0.233532215,0.03426823,0.358719533,0.3585059,0.009604298,0.1551919,-0.00776547
GSM1090351,-1.761944,0.2896784,0.1209347,0.27864245,0.031232075,-0.01538611,0.05625325,-0.1544637,0.010352275,-0.01666094,0.01147738,-0.07618662,0.038385068,0.021443045,0.04653987,-0.1313901,-0.4134651,-0.04579769,0.1022597,0.008302,0.1114085,0.07889095,0.1709482,-0.014501875,0.05263912,0.3862633,0.1514854,0.28521188,-0.025599336,-0.073472445,0.260403535,0.05794922,0.005123881,-0.06387044,0.03853829,-0.253185,-0.083024313,0.0586615,-0.022249913,-0.009557013,-0.03732853,-0.01720216,-0.04788537,-0.01147348,-0.01279302,-0.07844424,0.002091376,-0.02021336,-0.000202388,-0.094176163,0.2340211,0.2512426,0.1030206,0.1846542
GSM1090352,0.3679632,-0.302449,-0.1964746,-0.00228085,-0.15765932,0.065654863,0.04024362,-0.5332626,-0.13114283,-0.2859885,-0.20300019,-0.19080687,-0.022406149,0.060752645,0.03816797,0.3057712,0.4001588,-0.306883,-0.9638559,-0.22631815,-0.0888719,-0.3179841,0.020291924,-0.04318963,0.1522062,-0.08151284,-0.06767193,0.033227745,-0.01556131,-0.062266145,-0.14364935,-0.002276323,-0.376487967,-0.1070807,-0.1804313,-0.2877948,-0.118266077,0.108507,0.118533437,-0.008217307,0.4513852,-0.04158172,0.2229748,0.2254994,0.01853718,0.17209095,-0.06559342,-0.13743795,0.02156253,-0.059490195,0.09181044,0.04194047,-0.2635635,0.005581846
GSM1090354,-1.6262555,-0.0497153,0.0245207,-0.092544005,0.13760885,-0.05726152,-0.01670777,0.1388076,0.15972084,0.1158516,0.1728225,0.055588303,0.114652078,0.13983795,0.05153058,-0.1652874,-0.4660151,0.1201724,0.1414626,-0.03877638,-0.04485094,0.085582355,0.01008331,0.18502355,-0.0306061,0.06941783,0.0659655,0.065603953,0.06018888,0.13413448,0.017984155,0.009414825,0.040703803,-0.112614,-0.2226417,0.09895348,0.033051593,-0.04221213,-0.0706377,0.10011557,-0.04630507,-0.02382057,-0.1257203,-0.1455302,-0.0162633,-0.07210369,0.1001738,-0.039383051,-0.07275141,0.138667643,-0.195423,0.04529136,0.1789538,-0.07796621
GSM1090356,-1.638439,0.06895781,0.05510594,0.2987919,-0.129814505,0.03001,0.2192626,-0.07153658,-0.04199808,-0.2287632,-0.038361235,0.03619094,-0.11199102,0.011482123,0.004136617,0.0296313,-0.1765,-0.2628227,-0.1110626,0.034445193,-0.05438827,-0.1145906,-0.03750808,-0.147434425,0.05417579,-0.09584229,0.04762881,0.013533502,-0.090499125,-0.08463119,0.11793135,0.1452334,0.13098296,0.18604,0.6046951,-0.4903283,-0.093288221,-0.1411094,0.08156715,-0.09138758,0.1590851,-0.0936488,0.0675838,0.1533087,0.1526926,0.178659,0.1560666,-0.104266715,0.02147079,-0.190573853,0.4083969,0.05709831,-0.2503375,0.0621966
GSM1090357,-1.6837365,-0.1963087,-0.2990991,-0.168721865,0.049644315,0.051424322,-0.09816656,-0.430999,0.00152195,0.002035552,-0.106910875,0.060712667,0.085120535,0.19881245,-0.008075974,0.003000312,-0.8568396,0.1061482,-0.8165764,-0.34329445,-0.005663708,0.08126045,0.253338535,-3.67E-05,0.129109,-0.2716081,-0.09455656,-0.070882615,0.053908075,0.071871975,-0.00747255,0.07267945,-0.409928433,-0.3085647,-0.246025,-0.3953007,-0.19062566,0.007040773,-0.03843687,0.07808095,0.4394616,-0.1287555,0.1144645,-0.2612718,-0.02622334,0.045201388,-0.02383942,-0.30551315,-0.07580199,-0.476942033,-0.3454541,0.1898725,-0.239123,-0.02021968
GSM1090359,-1.672408,0.01453651,0.07924306,0.086919805,0.060746385,0.025292845,0.0841365,0.07443697,0.018002245,0.02637137,0.03027904,-0.074747191,-0.07181898,0.01698601,0.1021271,-0.0942122,-0.490951,-0.03072429,-0.1685148,-0.1126599,0.02272816,-0.07555858,-0.006375553,-0.033588455,0.01941654,-0.3144379,-0.2010506,-0.198234324,-0.03025783,-0.009114855,0.171921455,0.07514491,-0.005746732,-0.03404091,0.1565565,-0.1402627,-0.127294413,-0.1885929,0.07865669,-0.012796794,0.07918224,0.09873103,0.0698553,0.1459879,-0.00046761,0.043562645,4.34E-05,-0.126427475,-0.07950832,-0.226482367,-0.3844201,0.1378344,-0.02857229,-0.01970631
GSM1090360,-1.7013625,0.05878374,0.1100442,-0.010672003,0.06307147,-0.07478672,-0.02544915,0.09018545,0.0197509,0.0281648,0.043538365,-0.053570427,-0.001960348,0.0569305,0.07620989,-0.1702886,-0.6174199,0.07654364,0.05529119,-0.052660435,0.06999053,0.09972991,0.05911447,-0.0227427,0.04363402,-0.2433141,-0.03818766,-0.022478575,0.0155512,0.04796579,0.07067174,-0.0215062,-0.020137393,-0.2301456,-0.1749447,0.06341352,0.007846847,0.02904177,-0.010140701,0.015125249,-0.07656252,0.05338958,-0.0395562,-0.09963033,-0.04180259,-0.086033045,0.001838967,0.015907985,0.001203202,0.140275767,-0.06492324,0.02974966,0.2538121,0.08310056
